"Part";"Value";"Device";"Package";"Description";"";
"A1";"PEC11R-DB";"PEC11R-DB";"PEC11R-DB";"Rotary EncoderDaughter Board";"";
"A2";"PEC11R-DB";"PEC11R-DB";"PEC11R-DB";"Rotary EncoderDaughter Board";"";
"ACT-SW";"ILS-TB180-60";"ILS-TB180-60";"ILS-TB";"Illuminated Switch";"";
"BKL-POT";"PTV09A-2020F-A103";"PTV09A-2020F-A103";"PTV09A-2020F";"";"";
"C1";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C2";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C3";"47uF";"C-POL_ECAP-8.5MM";"CAPAE830X1050N";"Capacitor Polarised - Generic";"";
"C4";"47uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C5";"10nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C6";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C7";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C8";"47uF";"C-POL_ECAP-8.5MM";"CAPAE830X1050N";"Capacitor Polarised - Generic";"";
"C9";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C10";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C11";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C12";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C13";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C14";"47uF";"C-POL_ECAP-8.5MM";"CAPAE830X1050N";"Capacitor Polarised - Generic";"";
"C15";"100uF";"C-POL_ECAP-10.5MM";"CAPAE1030X1050N";"Capacitor Polarised - Generic";"";
"C16";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C17";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C18";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C19";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C20";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C21";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C22";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C23";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C24";"5nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C25";"220uF";"C-POL_ECAP-8.5MM";"CAPAE830X1050N";"Capacitor Polarised - Generic";"";
"C26";"33nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C27";"10uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C28";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C29";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C30";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C31";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C32";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C33";"22nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C34";"22nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C35";"100nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C36";"100nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C37";"100nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C38";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C39";"100nF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C40";"22pF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C41";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C42";"330nF";"C_CHIP-0805(2012-METRIC)";"CAPC2012X110";"Capacitor - Generic";"";
"C44";"0.1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"C46";"1uF";"C_CHIP-1210(3225-METRIC)";"CAPC3225X135";"Capacitor - Generic";"";
"CONT-POT";"PTV09A-2020F-A103";"PTV09A-2020F-A103";"PTV09A-2020F";"";"";
"D1";"ES2A/A";"ES2A/A";"DIOM4326X250";"Super Fast Rectifier Diode";"";
"D2";"SS14-CHAN";"SS14-CHAN";"SS14-CHAN";"SMD Schottky";"";
"D3";"1N4448WS";"1N4448WS";"SOD2412X120N";"Small Signal Diode";"";
"D4";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D5";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D6";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D7";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D8";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D9";"2PLCC-LED";"2PLCC-LED";"LEDC3528X190N";"SMD LED";"";
"D10";"LL4148-CHAN";"LL4148-CHAN";"DIOMELF3516";"SMD Switching";"";
"D11";"SS14-CHAN";"SS14-CHAN";"SS14-CHAN";"SMD Schottky";"";
"D12";"SDMK0340LSOD-323";"SDMK0340LSOD-323";"SOD2412X120N";"";"";
"DN1";"LTA-1000HR";"LTA-1000HR";"LTA-1000HR";"LED Bar Graph";"";
"DS1";"1602A-LCD";"1602A-LCD";"1602A-LCD";"16-Char 2-Line Character LCD Screen";"";
"F1";"3557-10";"3557-10";"3557-10";"";"";
"FILTER-J1";"PINHD-1X6";"PINHD-1X6";"1X06";"PIN HEADER";"";
"FILTER-J2";"PINHD-1X4";"PINHD-1X4";"1X04";"PIN HEADER";"";
"HOME-SW";"ILS-TB180-60";"ILS-TB180-60";"ILS-TB";"Illuminated Switch";"";
"ICSP-J";"PINHD-2X3/90";"PINHD-2X3/90";"2X03/90";"PIN HEADER";"";
"J1";"KLDX-0202-A-BJACK";"KLDX-0202-A-BJACK";"KLDX-0202-A-HZ-BJACK";"Barrel Jack";"";
"J2";"KLDX-0202-A-BJACK";"KLDX-0202-A-BJACK";"KLDX-0202-A-HZ-BJACK";"Barrel Jack";"";
"J3";"D-SUB-37";"D-SUB-37";"D-SUB-37";"";"";
"J4";"SJ-43515RS-SMT-TR";"SJ-43515RS-SMT-TR";"SJ-43515RS-SMT-TR";"1/8 Headphone Jack";"";
"K1";"DIN-5";"DIN-5";"57PC5FS";"";"";
"K2";"E3FRAQG-XLR-FEMALE";"E3FRAQG-XLR-FEMALE";"E3FRA-XLR-F";"";"";
"K3";"AGQ200S4HZ-RELAY";"AGQ200S4HZ-RELAY";"AGQ200S4HZ-SMD";"4.5V Telecom Relay";"";
"L1";"SLF10145";"SLF10145";"SLF10145";"";"";
"L2";"10uH";"L_MOLDED-1210(3225-METRIC)";"INDM3225X240";"Inductor Fixed - Generic";"";
"M-DOWN-SW";"ILS-TB180-60";"ILS-TB180-60";"ILS-TB";"Illuminated Switch";"";
"M-UP-SW";"ILS-TB180-60";"ILS-TB180-60";"ILS-TB";"Illuminated Switch";"";
"MODE-SW";"ILS-TB180-60";"ILS-TB180-60";"ILS-TB";"Illuminated Switch";"";
"OP1";"PC817";"PC817";"DIP762W51P254L458H450Q4B";"Opto Isolator";"";
"P1";"PTV09A-2020F-A103";"PTV09A-2020F-A103";"PTV09A-2020F";"";"";
"PWR-SW";"PWR-BREAKOUTSMALL";"PWR-BREAKOUTSMALL";"PWR-BR-SM";"";"";
"Q25";"SSM3K361R-LFHS-SOT-23F";"SSM3K361R-LFHS-SOT-23F";"HS-SOT-23F";"N-Channel 100 V 3.5A (Ta) 1.2W (Ta) Surface Mount SOT-23F";"";
"Q26";"SSM3K361R-LFHS-SOT-23F";"SSM3K361R-LFHS-SOT-23F";"HS-SOT-23F";"N-Channel 100 V 3.5A (Ta) 1.2W (Ta) Surface Mount SOT-23F";"";
"Q27";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q28";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q29";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q30";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q31";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q32";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q33";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q34";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q35";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q36";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q37";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q38";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q39";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q40";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q41";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q42";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q43";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q44";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q45";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q46";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q47";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q48";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q49";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"Q50";"SQ2310ES";"SQ2310ES";"SOT-23-3_-_SOT95P280X100-3N";"N-Ch MOSFET";"";
"R1";"4.7K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R2";"4.7K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R3";"7K5";"RESISTOR1206";"RESC3216X70N";"";"";
"R4";"2K4";"RESISTOR1206";"RESC3216X70N";"";"";
"R5";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R6";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R7";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R8";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R9";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R10";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R11";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R12";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R13";"60m";"R-US_CHIP-2512(6332-METRIC)";"RESC6332X71";"Resistor Fixed - ANSI";"";
"R14";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R15";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R16";"100K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R17";"15K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R18";"240";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R19";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R20";"500";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R21";"500";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R22";"240";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R23";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R24";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R25";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R26";"2K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R27";"2K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R28";"ALQ112";"ALQ112";"ALQ112";"General Relay";"";
"R29";"10K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R30";"100";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R31";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R32";"10";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R33";"1.2K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R34";"200";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R35";"10K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R36";"10K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R37";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R38";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R39";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R40";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R41";"10K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R42";"10K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R43";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R44";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R45";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R46";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R47";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R48";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R49";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R50";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R51";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R52";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R53";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R54";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R55";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R56";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R57";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R58";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R59";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R60";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R61";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R62";"200";"RESISTOR1206";"RESC3216X70N";"";"";
"R63";"1M";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R64";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R65";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R66";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R67";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R68";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R69";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R70";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R71";"100";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R72";"15K";"R-US_CHIP-0805(2012-METRIC)";"RESC2012X65";"Resistor Fixed - ANSI";"";
"R83";"1M";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"R84";"10K";"R-US_CHIP-1206(3216-METRIC)";"RESC3216X70";"Resistor Fixed - ANSI";"";
"RA1";"745C101103JP";"745C101103JP";"RES-ARR-8-2512-BUSSED_-_RESCAV127P640X310X69-10N";"";"";
"RA2";"745C101103JP";"745C101103JP";"RES-ARR-8-2512-BUSSED_-_RESCAV127P640X310X69-10N";"";"";
"RA3";"745C101103JP";"745C101103JP";"RES-ARR-8-2512-BUSSED_-_RESCAV127P640X310X69-10N";"";"";
"RST-SW";"TL3365";"TL3365";"TL3365";"";"";
"TP1";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP2";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP3";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP4";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP11";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP12";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP13";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP14";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP15";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP16";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP17";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP18";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP19";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP20";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP21";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP22";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP23";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP24";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP25";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP26";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP27";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP28";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP29";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP30";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP31";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP32";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP33";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP34";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP75";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP76";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP77";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP78";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP79";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP80";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP83";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP86";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP87";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP88";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP89";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP90";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP91";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP92";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP93";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP94";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP95";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP96";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP97";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP98";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP99";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP100";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP101";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP102";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP103";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP104";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP105";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP109";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP110";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP111";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP112";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP113";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP114";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP115";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP116";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP117";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP118";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"TP120";"TPTP10R";"TPTP10R";"TP10R";"Test pad";"";
"U1";"LM22673";"LM22673";"SOIC127P600X170-9T271X340N";"42V 3A Switching Voltage Regutator";"";
"U2";"CAT24C16YI-GT3TSSOP-8";"CAT24C16YI-GT3TSSOP-8";"TSSOP-8_SOP65P640X120-8N";"EEPROM Memory";"";
"U3";"ATMEGA2560NORM";"ATMEGA2560NORM";"QFP100_-_QFP50P1600X1600X120-100N";"Stand Alone - Arduino MEGA 2560";"";
"U4";"INA4180A4IPWRHS-TSSOP-14";"INA4180A4IPWRHS-TSSOP-14";"HS-TSSOP-14";"4 Ch Current Shunt Amplifier";"";
"U5";"INA4180A4IPWRHS-TSSOP-14";"INA4180A4IPWRHS-TSSOP-14";"HS-TSSOP-14";"4 Ch Current Shunt Amplifier";"";
"U6";"STP16CP05";"STP16CP05";"SOIC127P1032X265-24N";"16-bit LED Shift Register";"";
"U7";"TLV9351-OPAMP";"TLV9351-OPAMP";"SOT95P280X145-5N";"SOT-23 OPAMP";"";
"U8";"74HCT2G08";"74HCT2G08";"TSSOP-8_-_SOP65P400X110-8N";"";"";
"U9";"PCA9634TSSOP20";"PCA9634TSSOP20";"TSSOP-65P640X110-20N";"8 Bit I2C PWM LED Driver";"";
"U10";"PCA9634TSSOP20";"PCA9634TSSOP20";"TSSOP-65P640X110-20N";"8 Bit I2C PWM LED Driver";"";
"U11";"TLV9151-HS";"TLV9151-HS";"SOT23-5-HS_-_SOT95P280X145-5N";"15V Rail-To-Rail General Purpose OPAMP";"";
"U13";"PCA9634TSSOP20";"PCA9634TSSOP20";"TSSOP-65P640X110-20N";"8 Bit I2C PWM LED Driver";"";
"U15";"LM386VSSOP";"LM386VSSOP";"VSSOP-8_-_SOP65P490X110-8N";"Low Voltage Audio Amp";"";
"X1";"ECS-60-18-18-TR";"ECS-60-18-18-TR";"ECS-60-18-18-TR";"";"";
